"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"2","2","7","5824.000","873.000","2994.000","23","0","4951.000"
"2","2","4","2436.000","244.000","2192.000","23","0","2192.000"
"1","1","1","999.000","100.000","899.000","23","0","899.000"
"2","2","4","4578.000","458.000","4120.000","23","0","4120.000"
"1","1","1","599.000","0.000","0.000","23","0","599.000"
"3","2","7","4533.000","70.000","629.000","23","0","4463.000"
"1","1","1","1290.000","129.000","1161.000","23","0","1161.000"
"1","1","1","899.000","90.000","809.000","24","0","809.000"
"1","1","2","1998.000","200.000","1798.000","24","0","1798.000"
"2","1","2","3089.000","309.000","2780.000","24","0","2780.000"
"1","0","1","399.000","0.000","0.000","24","0","399.000"
"3","3","7","5215.000","980.000","2634.000","24","0","4235.000"
"2","2","4","3227.000","323.000","2904.000","24","0","2904.000"
"2","3","3","2828.000","283.000","2545.000","24","0","2545.000"
"2","2","2","2489.000","249.000","2240.000","24","0","2240.000"
"1","1","2","1889.000","189.000","1700.000","24","0","1700.000"
"2","2","4","2536.000","54.000","485.000","24","0","2482.000"
"1","0","1","539.000","0.000","0.000","24","0","539.000"
"1","1","2","1498.000","0.000","0.000","24","0","1498.000"
"4","3","9","7273.000","140.000","1258.000","24","0","7133.000"
"1","1","1","599.000","60.000","539.000","24","0","539.000"
"3","3","5","4566.000","457.000","4109.000","24","0","4109.000"
"1","2","3","2588.000","259.000","2329.000","24","0","2329.000"
"2","2","4","3867.000","387.000","3480.000","24","0","3480.000"
"1","1","5","7577.000","758.000","6819.000","24","0","6819.000"
"2","2","2","1098.000","30.000","269.000","24","0","1068.000"
"2","2","4","2696.000","270.000","2426.000","24","0","2426.000"
"1","0","1","599.000","180.000","0.000","24","0","419.000"
"2","2","9","7113.000","1848.000","5265.000","24","0","5265.000"
"3","3","7","5384.000","539.000","4845.000","24","0","4845.000"
"1","0","1","599.000","0.000","0.000","24","0","599.000"
"1","1","4","2436.000","244.000","2192.000","24","0","2192.000"
"2","1","3","2037.000","124.000","1114.000","23","0","1913.000"
"1","1","2","1298.000","0.000","0.000","23","0","1298.000"
"1","1","1","639.000","0.000","0.000","23","0","639.000"
"4","5","12","10490.000","980.000","8811.000","23","0","9510.000"
"4","4","17","15215.000","1199.000","10780.000","23","0","14016.000"
"3","2","3","3488.000","60.000","539.000","23","0","3428.000"
"3","3","5","3766.000","377.000","3389.000","23","0","3389.000"
"2","0","1","1490.000","0.000","0.000","23","0","1490.000"
"3","2","5","4877.000","279.000","2509.000","23","0","4598.000"
"2","1","5","4586.000","260.000","2336.000","23","0","4326.000"
"1","1","1","639.000","64.000","575.000","22","0","575.000"
"1","1","1","599.000","60.000","539.000","22","0","539.000"
"1","1","1","299.000","30.000","269.000","22","0","269.000"
"2","2","4","4718.000","472.000","4246.000","22","0","4246.000"
"3","4","12","8339.000","418.000","3756.000","22","0","7921.000"
"3","2","6","3214.000","272.000","2443.000","22","0","2942.000"
"4","2","7","4773.000","528.000","2318.000","22","0","4245.000"
"4","2","4","2636.000","80.000","719.000","22","0","2556.000"
"3","2","7","5824.000","578.000","5198.000","22","0","5246.000"
"2","2","3","1197.000","40.000","358.000","22","0","1157.000"
"1","0","1","599.000","0.000","0.000","21","0","599.000"
"2","1","4","2476.000","0.000","0.000","21","0","2476.000"
"2","2","7","6375.000","638.000","5737.000","21","0","5737.000"
"1","1","3","1877.000","188.000","1689.000","21","0","1689.000"
"2","3","4","2666.000","130.000","1168.000","21","0","2536.000"
"3","3","5","3195.000","100.000","898.000","21","0","3095.000"
"1","1","3","1937.000","194.000","1743.000","21","0","1743.000"
"2","2","6","4285.000","240.000","2156.000","21","0","4045.000"
"1","1","1","639.000","64.000","575.000","21","0","575.000"
"3","3","8","4782.000","406.000","1653.000","21","0","4376.000"
"1","1","1","599.000","60.000","539.000","21","0","539.000"
"1","1","1","539.000","54.000","485.000","22","0","485.000"
"1","1","1","199.000","20.000","179.000","22","0","179.000"
"2","2","2","1298.000","130.000","1168.000","22","0","1168.000"
"1","1","10","7522.000","753.000","6769.000","22","0","6769.000"
"3","5","8","5372.000","414.000","3720.000","22","0","4958.000"
"2","2","3","2237.000","392.000","1258.000","22","0","1845.000"
"2","2","4","2216.000","60.000","539.000","22","0","2156.000"
"2","2","3","2588.000","259.000","2329.000","22","0","2329.000"
"1","0","2","1438.000","0.000","0.000","22","0","1438.000"
"1","2","2","1238.000","124.000","1114.000","22","0","1114.000"
"2","2","3","2237.000","224.000","2013.000","22","0","2013.000"
"2","1","2","1698.000","100.000","899.000","21","0","1598.000"
"1","1","2","1138.000","0.000","0.000","21","0","1138.000"
"1","1","1","639.000","64.000","575.000","21","0","575.000"
"2","3","4","2576.000","124.000","1114.000","21","0","2452.000"
"3","2","6","3994.000","235.000","629.000","21","0","3759.000"
"2","2","2","1498.000","270.000","809.000","21","0","1228.000"
"2","0","2","598.000","0.000","0.000","21","0","598.000"
"2","1","2","1929.000","64.000","575.000","21","0","1865.000"
"3","2","3","3728.000","54.000","485.000","21","0","3674.000"
"1","1","2","1098.000","110.000","988.000","21","0","988.000"
"1","1","2","1038.000","104.000","934.000","23","0","934.000"
"1","1","4","2836.000","70.000","629.000","23","0","2766.000"
"1","1","1","599.000","60.000","539.000","23","0","539.000"
"1","1","2","1989.000","109.000","981.000","23","0","1880.000"
"2","2","5","6717.000","568.000","5111.000","23","0","6149.000"
"1","1","3","1997.000","150.000","1348.000","23","0","1847.000"
"2","1","7","5464.000","0.000","0.000","23","0","5464.000"
"1","1","0","100.000","10.000","90.000","23","0","90.000"
"1","1","1","599.000","60.000","539.000","23","0","539.000"
"1","1","2","1629.000","163.000","1466.000","23","0","1466.000"
"1","1","4","2836.000","214.000","1923.000","23","0","2622.000"
"1","1","6","4094.000","0.000","0.000","23","0","4094.000"
"1","1","2","1138.000","162.000","0.000","23","0","976.000"
"1","1","1","799.000","80.000","719.000","23","0","719.000"
"2","1","2","1238.000","70.000","629.000","23","0","1168.000"
"2","0","2","938.000","0.000","0.000","23","0","938.000"
"1","1","2","1398.000","140.000","1258.000","23","0","1258.000"
"5","4","9","7682.000","430.000","3864.000","23","0","7252.000"
"2","2","6","5296.000","530.000","4766.000","23","0","4766.000"
"1","1","3","1997.000","130.000","1168.000","23","0","1867.000"
"3","2","5","4426.000","229.000","2060.000","21","0","4197.000"
"3","2","6","4765.000","80.000","719.000","21","0","4685.000"
"1","1","2","1338.000","0.000","0.000","21","0","1338.000"
"2","1","3","1777.000","134.000","1204.000","21","0","1643.000"
"3","3","5","3075.000","184.000","1653.000","21","0","2891.000"
"1","1","3","2688.000","269.000","2419.000","21","0","2419.000"
"1","1","3","1737.000","0.000","0.000","21","0","1737.000"
"1","0","1","699.000","210.000","0.000","23","0","489.000"
"2","1","5","3165.000","0.000","0.000","23","0","3165.000"
"2","2","7","4113.000","242.000","2174.000","23","0","3871.000"
"2","2","5","4166.000","0.000","0.000","23","0","4166.000"
"4","3","10","9703.000","766.000","2329.000","23","0","8937.000"
"1","1","4","2396.000","0.000","0.000","23","0","2396.000"
"4","3","8","5592.000","340.000","3055.000","23","0","5252.000"
"2","1","3","2197.000","0.000","0.000","23","0","2197.000"
"1","2","3","1817.000","182.000","1635.000","23","0","1635.000"
"1","1","1","799.000","0.000","0.000","23","0","799.000"
"1","1","1","899.000","0.000","0.000","23","0","899.000"
"2","1","9","7252.000","689.000","6194.000","23","0","6563.000"
"2","2","2","1298.000","130.000","1168.000","21","0","1168.000"
"2","2","4","2236.000","224.000","2012.000","21","0","2012.000"
"1","0","1","599.000","0.000","0.000","21","0","599.000"
"2","0","2","1598.000","0.000","0.000","21","0","1598.000"
"1","1","2","2580.000","258.000","2322.000","21","0","2322.000"
"1","1","1","799.000","80.000","719.000","21","0","719.000"
"1","0","1","699.000","210.000","0.000","21","0","489.000"
"1","0","1","399.000","0.000","0.000","21","0","399.000"
"1","3","3","1997.000","70.000","629.000","21","0","1927.000"
"4","4","12","8348.000","1040.000","4073.000","20","0","7308.000"
"1","2","12","8819.000","883.000","7936.000","20","0","7936.000"
"5","3","10","14503.000","3444.000","7900.000","20","0","11059.000"
"5","2","7","7355.000","2135.000","499.000","20","0","5220.000"
"2","1","2","1398.000","260.000","719.000","20","0","1138.000"
"2","1","3","1937.000","450.000","1168.000","20","0","1487.000"
"1","0","1","1490.000","745.000","0.000","21","0","745.000"
"1","0","1","639.000","320.000","0.000","21","0","319.000"
"2","1","6","3054.000","1220.000","1266.000","21","0","1834.000"
"1","1","4","2896.000","700.000","0.000","21","0","2196.000"
"3","1","5","4917.000","669.000","1520.000","21","0","4248.000"
"5","4","8","5172.000","478.000","3995.000","21","0","4694.000"
"4","2","8","8205.000","724.000","2771.000","21","0","7481.000"
"1","1","3","2588.000","0.000","0.000","21","0","2588.000"
"1","1","3","1637.000","420.000","0.000","21","0","1217.000"
"2","0","3","3228.000","1228.000","0.000","21","0","2000.000"
"3","0","5","4066.000","1016.000","0.000","21","0","3050.000"
"1","1","3","1637.000","820.000","299.000","21","0","817.000"
"1","0","1","439.000","255.000","0.000","23","0","184.000"
"1","1","2","1198.000","40.000","359.000","23","0","1158.000"
"2","2","3","1697.000","350.000","0.000","23","0","1347.000"
"2","4","12","9319.000","2291.000","5830.000","23","0","7028.000"
"4","2","6","4034.000","1144.000","1653.000","23","0","2890.000"
"2","3","8","6914.000","1199.000","5715.000","23","0","5715.000"
"2","0","6","5916.000","926.000","0.000","23","0","4990.000"
"3","4","12","7788.000","2324.000","3569.000","23","0","5464.000"
"3","3","4","3787.000","190.000","1707.000","23","0","3597.000"
"1","2","3","2988.000","169.000","1521.000","23","0","2819.000"
"2","2","4","2236.000","476.000","0.000","23","0","1760.000"
"1","1","11","6949.000","3106.000","3843.000","23","0","3843.000"
"1","1","1","369.000","185.000","184.000","23","0","184.000"
"2","1","3","1497.000","420.000","539.000","23","0","1077.000"
"1","0","1","439.000","220.000","0.000","23","0","219.000"
"3","3","11","7229.000","2155.000","1647.000","23","0","5074.000"
"1","1","3","1797.000","180.000","1617.000","23","0","1617.000"
"3","3","4","2697.000","384.000","1217.000","23","0","2313.000"
"4","3","8","6214.000","1886.000","468.000","23","0","4328.000"
"2","0","0","1891.000","981.000","0.000","23","0","910.000"
"1","1","1","399.000","0.000","0.000","23","0","399.000"
"3","2","3","2688.000","795.000","449.000","23","0","1893.000"
"1","0","1","399.000","160.000","0.000","23","0","239.000"
"1","1","1","639.000","320.000","319.000","23","0","319.000"
"1","0","3","2488.000","0.000","0.000","24","0","2488.000"
"1","1","1","1690.000","845.000","845.000","24","0","845.000"
"3","1","4","3878.000","1940.000","0.000","24","0","1938.000"
"2","3","9","7583.000","3985.000","3249.000","24","0","3598.000"
"2","2","4","3587.000","2199.000","149.000","24","0","1388.000"
"1","0","2","1078.000","567.000","0.000","24","0","511.000"
"3","0","12","8990.000","4066.000","0.000","24","0","4924.000"
"6","2","10","5280.000","2219.000","1114.000","24","0","3061.000"
"9","2","16","12887.000","5425.000","2366.000","24","0","7462.000"
"6","2","19","13253.000","6177.000","179.000","24","0","7076.000"
"6","4","24","18649.000","5014.000","6916.000","24","0","13635.000"
"6","3","12","10210.000","5771.000","1236.000","24","0","4439.000"
"6","6","16","11346.000","4234.000","2737.000","24","0","7112.000"
"3","1","10","5520.000","2835.000","0.000","24","0","2685.000"
"4","4","19","16045.000","8377.000","1527.000","24","0","7668.000"
"6","5","10","7341.000","3374.000","2260.000","24","0","3967.000"
"1","0","2","2180.000","1418.000","0.000","22","0","762.000"
"1","0","1","399.000","0.000","0.000","22","0","399.000"
"4","2","5","5257.000","2789.000","1195.000","22","0","2468.000"
"3","1","7","4704.000","1789.000","604.000","22","0","2915.000"
"6","4","13","11040.000","3415.000","4390.000","22","0","7625.000"
"1","0","1","899.000","450.000","0.000","22","0","449.000"
"3","1","5","3295.000","1120.000","1697.000","22","0","2175.000"
"4","2","7","4013.000","1342.000","0.000","22","0","2671.000"
"3","2","11","6900.000","2905.000","1038.000","22","0","3995.000"
"1","0","1","539.000","162.000","0.000","22","0","377.000"
"1","0","1","499.000","250.000","0.000","22","0","249.000"
"1","0","1","639.000","320.000","0.000","22","0","319.000"
"2","2","3","2558.000","444.000","1880.000","22","0","2114.000"
"1","1","1","499.000","250.000","249.000","22","0","249.000"
"1","0","5","2935.000","0.000","0.000","22","0","2935.000"
"1","1","1","599.000","60.000","539.000","22","0","539.000"
"2","1","2","2159.000","1080.000","234.000","22","0","1079.000"
"3","0","8","6954.000","3676.000","0.000","22","0","3278.000"
"2","1","2","1398.000","110.000","1168.000","22","0","1288.000"
"2","1","5","3475.000","1803.000","629.000","22","0","1672.000"
"2","0","4","2276.000","1172.000","0.000","22","0","1104.000"
"4","2","7","4173.000","1769.000","1162.000","22","0","2404.000"
"4","2","9","9013.000","1989.000","2421.000","22","0","7024.000"
"4","3","9","5831.000","2207.000","2114.000","22","0","3624.000"
"3","1","4","4787.000","1279.000","2511.000","22","0","3508.000"
"2","1","6","3714.000","1599.000","0.000","22","0","2115.000"
"3","1","3","3088.000","539.000","1701.000","22","0","2549.000"
"1","0","4","3027.000","909.000","0.000","23","0","2118.000"
"2","1","3","2588.000","259.000","2329.000","23","0","2329.000"
"1","2","6","5616.000","398.000","3581.000","23","0","5218.000"
"2","2","2","1198.000","120.000","1078.000","23","0","1078.000"
"2","2","9","6522.000","653.000","5869.000","23","0","5869.000"
"5","4","10","7772.000","898.000","6455.000","23","0","6874.000"
"4","2","3","1497.000","60.000","539.000","23","0","1437.000"
"1","1","2","1098.000","110.000","988.000","23","0","988.000"
"2","2","8","7083.000","709.000","6374.000","23","0","6374.000"
"2","1","3","3128.000","0.000","0.000","23","0","3128.000"
"1","1","1","899.000","0.000","0.000","23","0","899.000"
"2","2","3","1697.000","170.000","1527.000","24","0","1527.000"
"1","2","2","1498.000","150.000","1348.000","24","0","1348.000"
"2","0","2","1238.000","0.000","0.000","24","0","1238.000"
"2","1","2","1098.000","35.000","0.000","24","0","1063.000"
"2","2","7","5193.000","210.000","1887.000","24","0","4983.000"
"1","1","4","2636.000","264.000","2372.000","24","0","2372.000"
"2","1","2","2589.000","209.000","1881.000","24","0","2380.000"
"1","1","2","2289.000","0.000","0.000","24","0","2289.000"
"2","0","2","1989.000","0.000","0.000","24","0","1989.000"
"1","1","1","539.000","54.000","485.000","24","0","485.000"
"1","1","2","1298.000","0.000","0.000","24","0","1298.000"
"1","1","2","1498.000","150.000","1348.000","21","0","1348.000"
"1","1","4","2196.000","0.000","0.000","21","0","2196.000"
"2","1","3","4519.000","299.000","1791.000","21","0","4220.000"
"2","2","3","2988.000","169.000","1521.000","21","0","2819.000"
"3","2","3","3588.000","299.000","2690.000","21","0","3289.000"
"3","4","4","6187.000","549.000","4939.000","21","0","5638.000"
"1","1","4","4187.000","419.000","3768.000","21","0","3768.000"
"1","1","4","4287.000","429.000","3858.000","21","0","3858.000"
"1","1","1","699.000","70.000","629.000","21","0","629.000"
"1","1","2","1198.000","0.000","0.000","15","0","1198.000"
"1","1","2","1198.000","120.000","1078.000","15","0","1078.000"
"3","2","4","3427.000","311.000","2509.000","15","0","3116.000"
"2","2","9","5871.000","314.000","2821.000","15","0","5557.000"
"4","3","10","7121.000","583.000","5240.000","15","0","6538.000"
"5","4","9","8964.000","628.000","4840.000","15","0","8336.000"
"2","2","4","3027.000","303.000","2724.000","15","0","2724.000"
"2","2","5","3335.000","150.000","1348.000","15","0","3185.000"
"3","4","7","6384.000","150.000","1348.000","15","0","6234.000"
"2","2","7","5424.000","543.000","4881.000","16","0","4881.000"
"1","1","1","699.000","0.000","0.000","16","0","699.000"
"4","4","9","8053.000","806.000","7247.000","16","0","7247.000"
"1","1","2","1889.000","189.000","1700.000","16","0","1700.000"
"2","1","6","4134.000","274.000","2462.000","16","0","3860.000"
"1","1","1","1990.000","199.000","1791.000","16","0","1791.000"
"1","1","2","3280.000","129.000","1161.000","16","0","3151.000"
"3","1","8","8054.000","0.000","0.000","16","0","8054.000"
"2","1","3","2788.000","169.000","1521.000","16","0","2619.000"
"4","4","5","4786.000","240.000","1258.000","16","0","4546.000"
"1","1","2","1298.000","0.000","0.000","13","0","1298.000"
"1","2","5","3866.000","327.000","2940.000","13","0","3539.000"
"1","1","3","3388.000","279.000","2510.000","13","0","3109.000"
"2","2","2","1398.000","140.000","1258.000","13","0","1258.000"
"2","2","8","5232.000","427.000","2965.000","13","0","4805.000"
"1","0","2","1098.000","330.000","0.000","13","0","768.000"
"3","2","3","1837.000","149.000","1024.000","13","0","1688.000"
"2","1","4","6618.000","1360.000","2815.000","13","0","5258.000"
"2","1","1","1890.000","20.000","180.000","13","0","1870.000"
"4","1","4","3487.000","59.000","1292.000","13","0","3428.000"
"5","8","11","14815.000","880.000","6341.000","13","0","13935.000"
"1","2","3","1697.000","170.000","1527.000","13","0","1527.000"
"1","1","1","599.000","60.000","539.000","17","0","539.000"
"2","0","5","5177.000","0.000","0.000","17","0","5177.000"
"2","0","2","1238.000","0.000","0.000","17","0","1238.000"
"2","2","4","3727.000","373.000","3354.000","17","0","3354.000"
"4","3","11","10242.000","935.000","8408.000","17","0","9307.000"
"2","2","6","6316.000","632.000","5684.000","17","0","5684.000"
"1","1","2","2389.000","239.000","2150.000","17","0","2150.000"
"3","2","3","1737.000","110.000","988.000","17","0","1627.000"
"1","0","1","599.000","180.000","0.000","17","0","419.000"
"2","1","2","4280.000","0.000","0.000","17","0","4280.000"
"1","1","2","1298.000","130.000","1168.000","15","0","1168.000"
"2","1","3","1897.000","60.000","539.000","15","0","1837.000"
"2","1","3","3828.000","611.000","2421.000","15","0","3217.000"
"2","1","2","1098.000","40.000","359.000","15","0","1058.000"
"2","1","3","1797.000","110.000","988.000","15","0","1687.000"
"2","2","4","3927.000","124.000","1114.000","15","0","3803.000"
"1","0","1","899.000","270.000","0.000","15","0","629.000"
"1","1","4","2436.000","244.000","2192.000","15","0","2192.000"
"2","2","4","4487.000","150.000","1348.000","15","0","4337.000"
"1","1","1","1190.000","119.000","1071.000","16","0","1071.000"
"3","2","6","3894.000","440.000","2336.000","16","0","3454.000"
"1","0","1","1990.000","0.000","0.000","16","0","1990.000"
"3","2","3","1937.000","194.000","1743.000","16","0","1743.000"
"2","1","2","2689.000","199.000","1791.000","16","0","2490.000"
"2","1","2","10429.000","0.000","0.000","16","0","10429.000"
"2","2","3","2097.000","60.000","539.000","16","0","2037.000"
"2","1","4","2796.000","130.000","1168.000","16","0","2666.000"
"1","1","1","439.000","44.000","395.000","16","0","395.000"
"2","2","5","5086.000","349.000","3139.000","15","0","4737.000"
"3","2","4","3887.000","190.000","1707.000","15","0","3697.000"
"2","2","2","2889.000","185.000","719.000","15","0","2704.000"
"1","1","2","1989.000","199.000","1790.000","15","0","1790.000"
"3","1","3","3128.000","0.000","0.000","15","0","3128.000"
"4","2","6","5085.000","125.000","629.000","15","0","4960.000"
"1","0","2","938.000","0.000","0.000","15","0","938.000"
"1","1","2","3180.000","318.000","2862.000","13","0","2862.000"
"3","1","5","2895.000","50.000","449.000","13","0","2845.000"
"1","1","3","2388.000","239.000","2149.000","13","0","2149.000"
"2","3","6","5776.000","189.000","1701.000","13","0","5587.000"
"1","0","2","1138.000","0.000","0.000","13","0","1138.000"
"3","1","7","5304.000","786.000","0.000","13","0","4518.000"
"5","2","9","5691.000","190.000","1168.000","13","0","5501.000"
"5","7","22","24135.000","932.000","8379.000","13","0","23203.000"
"5","5","12","11461.000","768.000","6906.000","13","0","10693.000"
"2","2","2","2189.000","70.000","629.000","13","0","2119.000"
"3","2","9","8153.000","996.000","6528.000","13","0","7157.000"
"4","4","6","6376.000","1056.000","3857.000","13","0","5320.000"
"3","2","2","2489.000","389.000","1611.000","14","0","2100.000"
"1","1","1","699.000","0.000","0.000","14","0","699.000"
"5","5","10","6721.000","369.000","3317.000","14","0","6352.000"
"4","3","5","17559.000","219.000","1970.000","14","0","17340.000"
"4","3","7","4884.000","190.000","1707.000","14","0","4694.000"
"3","3","2","3780.000","189.000","1701.000","14","0","3591.000"
"3","2","6","3634.000","294.000","2641.000","14","0","3340.000"
"3","3","7","5324.000","444.000","1294.000","14","0","4880.000"
"1","1","1","439.000","44.000","395.000","14","0","395.000"
"1","0","1","1390.000","0.000","0.000","14","0","1390.000"
"2","2","3","1997.000","200.000","1797.000","17","0","1797.000"
"2","2","2","1889.000","189.000","1700.000","17","0","1700.000"
"3","2","3","2288.000","179.000","1610.000","17","0","2109.000"
"2","2","2","1198.000","120.000","1078.000","17","0","1078.000"
"2","2","3","2688.000","149.000","1341.000","17","0","2539.000"
"1","0","3","1797.000","0.000","0.000","17","0","1797.000"
"1","1","1","439.000","0.000","0.000","17","0","439.000"
"1","1","1","799.000","80.000","719.000","17","0","719.000"
"1","1","3","3928.000","134.000","1204.000","20","0","3794.000"
"2","2","4","2336.000","130.000","1168.000","20","0","2206.000"
"3","3","7","8957.000","896.000","8061.000","20","0","8061.000"
"5","4","6","5576.000","309.000","2778.000","20","0","5267.000"
"3","2","6","5916.000","353.000","3174.000","20","0","5563.000"
"1","0","1","699.000","0.000","0.000","20","0","699.000"
"1","1","2","1198.000","120.000","1078.000","20","0","1078.000"
"3","3","11","6869.000","866.000","4438.000","20","0","6003.000"
"1","1","2","1198.000","210.000","0.000","20","0","988.000"
"1","1","1","799.000","0.000","0.000","20","0","799.000"
"2","2","2","2529.000","199.000","1791.000","20","0","2330.000"
"1","1","1","1290.000","0.000","0.000","20","0","1290.000"
"1","0","1","4490.000","0.000","0.000","20","0","4490.000"
"1","0","3","3228.000","0.000","0.000","20","0","3228.000"
"2","1","2","4689.000","399.000","3591.000","20","0","4290.000"
"1","0","1","699.000","0.000","0.000","17","0","699.000"
"1","1","0","60.000","6.000","54.000","17","0","54.000"
"2","1","4","3087.000","249.000","2239.000","17","0","2838.000"
"2","1","5","3495.000","450.000","0.000","17","0","3045.000"
"3","3","6","6776.000","439.000","2869.000","17","0","6337.000"
"2","2","4","3287.000","160.000","1437.000","17","0","3127.000"
"1","1","5","3015.000","203.000","934.000","17","0","2812.000"
"4","4","9","10055.000","817.000","7349.000","17","0","9238.000"
"1","1","2","1298.000","0.000","0.000","17","0","1298.000"
"1","1","3","2888.000","0.000","0.000","18","0","2888.000"
"2","2","5","6477.000","330.000","1867.000","18","0","6147.000"
"1","0","4","2476.000","0.000","0.000","18","0","2476.000"
"2","1","4","4887.000","145.000","854.000","18","0","4742.000"
"2","0","4","3587.000","450.000","0.000","18","0","3137.000"
"2","1","2","3580.000","275.000","1615.000","18","0","3305.000"
"3","2","6","5576.000","1090.000","3229.000","18","0","4486.000"
"2","2","4","3767.000","178.000","1599.000","18","0","3589.000"
"1","1","1","1590.000","231.000","1359.000","18","0","1359.000"
"1","1","4","8518.000","2556.000","5962.000","19","0","5962.000"
"2","3","4","6569.000","1452.000","5117.000","19","0","5117.000"
"2","1","3","4319.000","383.000","2246.000","19","0","3936.000"
"3","1","4","10269.000","369.000","3320.000","19","0","9900.000"
"4","4","9","13373.000","2335.000","8106.000","19","0","11038.000"
"4","4","13","9598.000","884.000","5686.000","19","0","8714.000"
"6","7","20","18806.000","2316.000","15791.000","19","0","16490.000"
"5","3","9","6782.000","483.000","1824.000","19","0","6299.000"
"3","3","11","8060.000","708.000","4157.000","19","0","7352.000"
"2","2","3","4179.000","608.000","3571.000","19","0","3571.000"
"2","3","3","1637.000","187.000","1450.000","19","0","1450.000"
"1","1","2","1598.000","232.000","1366.000","19","0","1366.000"
"2","1","4","2536.000","204.000","1194.000","19","0","2332.000"
"2","3","3","2397.000","326.000","2071.000","19","0","2071.000"
"2","1","3","4388.000","653.000","3735.000","19","0","3735.000"
"4","4","8","9683.000","1226.000","7224.000","19","0","8457.000"
"3","2","3","1997.000","60.000","539.000","19","0","1937.000"
"1","1","1","599.000","0.000","0.000","19","0","599.000"
"2","2","4","4178.000","0.000","0.000","19","0","4178.000"
"2","1","2","2589.000","289.000","1701.000","19","0","2300.000"
"2","2","3","4179.000","85.000","0.000","19","0","4094.000"
"1","1","4","4527.000","680.000","3847.000","19","0","3847.000"
"1","1","1","499.000","0.000","0.000","18","0","499.000"
"1","1","8","6483.000","459.000","4127.000","18","0","6024.000"
"1","1","2","1298.000","0.000","0.000","18","0","1298.000"
"1","1","5","3435.000","172.000","0.000","18","0","3263.000"
"2","3","4","2296.000","60.000","539.000","18","0","2236.000"
"3","3","4","2736.000","134.000","1204.000","18","0","2602.000"
"3","2","4","3878.000","468.000","2592.000","18","0","3410.000"
"3","3","7","4373.000","254.000","1743.000","18","0","4119.000"
"2","2","5","7917.000","757.000","6496.000","18","0","7160.000"
"1","1","1","699.000","70.000","629.000","16","0","629.000"
"1","1","1","699.000","70.000","629.000","16","0","629.000"
"1","1","2","1238.000","124.000","1114.000","16","0","1114.000"
"2","2","2","2689.000","269.000","2420.000","16","0","2420.000"
"2","2","2","1498.000","80.000","719.000","16","0","1418.000"
"1","1","4","3487.000","1047.000","2440.000","16","0","2440.000"
"3","2","4","3678.000","616.000","1520.000","16","0","3062.000"
"2","2","3","3779.000","249.000","2240.000","16","0","3530.000"
"1","1","3","1497.000","150.000","1347.000","16","0","1347.000"
"2","2","3","3979.000","398.000","3581.000","16","0","3581.000"
"1","1","1","599.000","60.000","539.000","18","0","539.000"
"2","1","4","2696.000","170.000","629.000","18","0","2526.000"
"2","2","3","1897.000","130.000","1168.000","18","0","1767.000"
"2","2","4","3627.000","199.000","1791.000","18","0","3428.000"
"2","0","5","3135.000","942.000","0.000","18","0","2193.000"
"2","1","6","6967.000","498.000","4479.000","18","0","6469.000"
"1","1","4","2276.000","228.000","2048.000","18","0","2048.000"
"3","2","7","5393.000","0.000","0.000","18","0","5393.000"
"2","2","2","2689.000","209.000","1881.000","18","0","2480.000"
"1","1","3","3028.000","0.000","0.000","18","0","3028.000"
"1","1","1","4990.000","499.000","4491.000","18","0","4491.000"
"2","2","2","1398.000","40.000","359.000","18","0","1358.000"
"2","3","3","3488.000","60.000","539.000","18","0","3428.000"
"1","1","1","399.000","0.000","0.000","18","0","399.000"
"1","1","1","599.000","60.000","539.000","18","0","539.000"
"1","0","1","599.000","0.000","0.000","18","0","599.000"
"1","1","1","1690.000","0.000","0.000","18","0","1690.000"
"1","1","1","699.000","0.000","0.000","18","0","699.000"
"1","1","1","599.000","0.000","0.000","18","0","599.000"
"1","0","1","2090.000","0.000","0.000","18","0","2090.000"
"1","1","2","2289.000","0.000","0.000","14","0","2289.000"
"1","1","1","499.000","50.000","449.000","14","0","449.000"
"2","2","5","5186.000","519.000","4667.000","14","0","4667.000"
"3","1","3","1897.000","270.000","539.000","14","0","1627.000"
"3","3","3","4279.000","334.000","2150.000","14","0","3945.000"
"3","3","3","2588.000","0.000","0.000","14","0","2588.000"
"1","1","1","1990.000","0.000","0.000","14","0","1990.000"
"1","0","1","839.000","0.000","0.000","14","0","839.000"
"1","0","2","1298.000","0.000","0.000","14","0","1298.000"
"2","1","4","2476.000","134.000","1204.000","14","0","2342.000"
"3","3","5","3435.000","70.000","629.000","14","0","3365.000"
"1","1","10","9863.000","987.000","8876.000","14","0","8876.000"
"2","1","2","1338.000","0.000","0.000","14","0","1338.000"
"3","1","4","3067.000","60.000","539.000","14","0","3007.000"
"2","3","7","5924.000","160.000","1438.000","14","0","5764.000"
"1","1","1","699.000","70.000","629.000","14","0","629.000"
"1","0","2","2529.000","597.000","0.000","14","0","1932.000"
"1","1","1","2790.000","0.000","0.000","14","0","2790.000"
"2","1","2","1398.000","80.000","719.000","14","0","1318.000"
"1","1","5","2195.000","0.000","0.000","16","0","2195.000"
