"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"3","2","7","4494.000","169.000","1520.000","20","36","4325.000"
"1","0","1","469.000","0.000","0.000","20","11","469.000"
"1","1","1","669.000","67.000","602.000","20","6","602.000"
"1","1","1","439.000","44.000","395.000","20","17","395.000"
"1","1","1","469.000","47.000","422.000","20","23","422.000"
"2","1","3","1267.000","40.000","359.000","20","54","1227.000"
"1","0","2","938.000","282.000","0.000","20","36","656.000"
"2","2","2","898.000","90.000","808.000","20","45","808.000"
"2","2","4","2596.000","260.000","2336.000","20","38","2336.000"
"1","1","1","899.000","0.000","0.000","20","27","899.000"
"2","2","6","2674.000","268.000","2406.000","15","32","2406.000"
"3","2","3","1537.000","154.000","1383.000","15","68","1383.000"
"2","1","3","2528.000","87.000","782.000","15","37","2441.000"
"1","1","1","739.000","74.000","665.000","15","39","665.000"
"1","2","5","2405.000","0.000","0.000","15","49","2405.000"
"2","2","3","2228.000","109.000","981.000","15","49","2119.000"
"1","0","2","1038.000","0.000","0.000","15","47","1038.000"
"3","3","4","2706.000","271.000","2435.000","15","42","2435.000"
"1","0","1","669.000","34.000","0.000","15","4","635.000"
"1","0","1","799.000","240.000","0.000","16","27","559.000"
"2","1","3","1867.000","40.000","359.000","16","43","1827.000"
"3","2","7","3803.000","347.000","422.000","16","60","3456.000"
"1","1","3","1707.000","171.000","1536.000","16","14","1536.000"
"2","0","3","1307.000","0.000","0.000","16","55","1307.000"
"2","2","3","1507.000","40.000","359.000","16","30","1467.000"
"2","2","5","4717.000","259.000","2329.000","18","19","4458.000"
"2","1","10","6922.000","593.000","5330.000","18","37","6329.000"
"2","2","5","5068.000","507.000","4561.000","18","17","4561.000"
"2","2","2","1729.000","173.000","1556.000","18","38","1556.000"
"4","2","6","6098.000","312.000","2807.000","18","52","5786.000"
"5","4","14","15455.000","777.000","6990.000","18","51","14678.000"
"2","1","5","4177.000","299.000","2688.000","18","52","3878.000"
"4","1","7","7057.000","338.000","3041.000","18","34","6719.000"
"3","2","7","5515.000","333.000","2993.000","18","25","5182.000"
"2","1","3","1677.000","60.000","539.000","18","58","1617.000"
"3","2","6","5016.000","265.000","1707.000","18","34","4751.000"
"1","1","1","999.000","100.000","899.000","18","7","899.000"
"1","2","3","2688.000","140.000","1258.000","18","10","2548.000"
"1","1","2","1068.000","107.000","961.000","18","8","961.000"
"1","1","2","1038.000","0.000","0.000","18","6","1038.000"
"1","0","1","739.000","0.000","0.000","18","32","739.000"
"1","0","0","60.000","0.000","0.000","18","68","60.000"
"1","1","3","2268.000","227.000","2041.000","18","54","2041.000"
"4","2","11","6430.000","766.000","1922.000","18","71","5664.000"
"4","2","8","6645.000","149.000","1341.000","18","40","6496.000"
"2","0","2","1008.000","0.000","0.000","18","55","1008.000"
"1","0","1","969.000","0.000","0.000","18","52","969.000"
"3","3","4","3297.000","149.000","1341.000","18","87","3148.000"
"2","3","4","2506.000","124.000","1114.000","18","61","2382.000"
"1","1","3","2488.000","249.000","2239.000","18","40","2239.000"
"1","0","2","1398.000","0.000","0.000","18","75","1398.000"
"2","1","3","2107.000","100.000","899.000","18","75","2007.000"
"2","0","2","2480.000","387.000","0.000","18","160","2093.000"
"4","4","11","7431.000","639.000","4772.000","18","198","6792.000"
"1","1","3","1737.000","0.000","0.000","18","149","1737.000"
"3","5","13","10759.000","929.000","6195.000","18","128","9830.000"
"3","1","3","2568.000","0.000","0.000","18","78","2568.000"
"2","1","2","2189.000","100.000","899.000","18","79","2089.000"
"2","1","7","4503.000","0.000","0.000","18","86","4503.000"
"1","0","1","399.000","0.000","0.000","18","67","399.000"
"1","1","1","439.000","0.000","0.000","19","15","439.000"
"2","1","4","1946.000","303.000","0.000","19","31","1643.000"
"2","1","4","3327.000","0.000","0.000","19","43","3327.000"
"3","4","6","3686.000","206.000","816.000","19","90","3480.000"
"2","2","2","1889.000","189.000","1700.000","19","128","1700.000"
"4","2","10","5190.000","0.000","0.000","19","131","5190.000"
"3","4","5","2735.000","274.000","2461.000","19","95","2461.000"
"2","1","2","1729.000","0.000","0.000","19","63","1729.000"
"2","2","3","2767.000","0.000","0.000","19","59","2767.000"
"2","3","7","5385.000","427.000","2814.000","19","43","4958.000"
"2","1","4","1876.000","0.000","0.000","21","23","1876.000"
"2","3","6","3965.000","357.000","3209.000","21","41","3608.000"
"2","2","5","3026.000","303.000","2723.000","21","35","2723.000"
"1","1","2","1168.000","87.000","782.000","21","52","1081.000"
"1","0","1","739.000","37.000","0.000","21","50","702.000"
"2","1","4","3587.000","0.000","0.000","21","54","3587.000"
"2","2","7","2833.000","140.000","1256.000","21","49","2693.000"
"5","3","12","8740.000","542.000","3990.000","21","43","8198.000"
"1","0","1","739.000","37.000","0.000","21","51","702.000"
"2","2","2","868.000","30.000","269.000","21","47","838.000"
"1","0","1","599.000","0.000","0.000","21","34","599.000"
"2","2","4","3036.000","304.000","2732.000","21","52","2732.000"
"3","5","7","4203.000","324.000","2911.000","21","61","3879.000"
"3","2","9","5751.000","426.000","3827.000","21","62","5325.000"
"1","1","5","2175.000","64.000","574.000","21","40","2111.000"
"1","0","1","599.000","0.000","0.000","21","45","599.000"
"1","0","2","1198.000","0.000","0.000","21","62","1198.000"
"2","1","3","1577.000","44.000","395.000","21","59","1533.000"
"1","1","2","878.000","88.000","790.000","21","10","790.000"
"1","0","4","2076.000","0.000","0.000","21","34","2076.000"
"3","3","5","3235.000","195.000","1528.000","21","24","3040.000"
"1","1","1","439.000","44.000","395.000","21","47","395.000"
"3","3","6","4104.000","361.000","3244.000","21","52","3743.000"
"3","1","8","5532.000","561.000","1706.000","21","48","4971.000"
"1","0","1","1190.000","0.000","0.000","21","33","1190.000"
"2","2","5","2726.000","246.000","2211.000","21","23","2480.000"
"2","0","5","2905.000","0.000","0.000","21","50","2905.000"
"3","3","5","3196.000","101.000","907.000","21","20","3095.000"
"1","0","1","699.000","0.000","0.000","21","33","699.000"
"1","1","1","969.000","97.000","872.000","21","39","872.000"
"3","2","6","4104.000","204.000","1833.000","21","52","3900.000"
"3","2","6","4274.000","204.000","1833.000","21","62","4070.000"
"4","2","9","7102.000","285.000","2158.000","21","61","6817.000"
"3","2","7","4013.000","0.000","0.000","21","76","4013.000"
"4","3","4","2436.000","149.000","934.000","21","42","2287.000"
"2","1","3","1537.000","154.000","1383.000","21","54","1383.000"
"1","0","1","899.000","0.000","0.000","21","32","899.000"
"1","0","1","399.000","40.000","359.000","22","15","359.000"
"2","1","3","1797.000","60.000","539.000","22","38","1737.000"
"3","2","4","3357.000","496.000","2302.000","22","52","2861.000"
"3","1","10","4590.000","446.000","0.000","22","40","4144.000"
"4","2","5","2685.000","150.000","844.000","22","56","2535.000"
"1","1","1","639.000","64.000","575.000","22","59","575.000"
"3","3","5","3266.000","218.000","1958.000","22","41","3048.000"
"2","2","3","2007.000","90.000","809.000","22","53","1917.000"
"3","4","11","8361.000","544.000","4890.000","22","69","7817.000"
"3","3","8","3742.000","52.000","449.000","22","83","3690.000"
"2","1","3","1877.000","64.000","575.000","22","49","1813.000"
"1","0","1","699.000","210.000","0.000","22","16","489.000"
"2","0","3","1137.000","90.000","0.000","14","136","1047.000"
"4","4","8","5303.000","164.000","1473.000","14","170","5139.000"
"3","1","7","4563.000","0.000","0.000","14","200","4563.000"
"4","4","9","6983.000","519.000","4667.000","14","148","6464.000"
"3","4","8","4863.000","372.000","1617.000","14","112","4491.000"
"3","2","4","2706.000","124.000","1114.000","14","111","2582.000"
"1","1","7","5234.000","324.000","2912.000","14","118","4910.000"
"4","3","17","12126.000","614.000","4793.000","14","76","11512.000"
"1","1","2","1538.000","154.000","1384.000","12","44","1384.000"
"2","3","10","8252.000","612.000","5504.000","12","142","7640.000"
"2","1","4","2296.000","0.000","0.000","12","146","2296.000"
"4","3","10","5310.000","502.000","3243.000","12","141","4808.000"
"2","3","9","4781.000","99.000","485.000","12","167","4682.000"
"3","2","14","9047.000","1173.000","2695.000","12","86","7874.000"
"2","1","5","2745.000","0.000","0.000","12","87","2745.000"
"3","2","10","5330.000","120.000","1078.000","12","82","5210.000"
"3","2","6","3965.000","290.000","2607.000","12","38","3675.000"
"2","2","2","1008.000","27.000","242.000","12","12","981.000"
"2","2","2","1729.000","173.000","1556.000","19","33","1556.000"
"2","1","5","3505.000","326.000","2705.000","19","59","3179.000"
"2","1","5","4526.000","284.000","2552.000","19","48","4242.000"
"1","0","1","469.000","0.000","0.000","19","29","469.000"
"2","1","3","2437.000","0.000","0.000","19","35","2437.000"
"1","1","3","2328.000","0.000","0.000","19","6","2328.000"
"1","1","5","2375.000","0.000","0.000","22","25","2375.000"
"1","1","2","1398.000","140.000","1258.000","22","34","1258.000"
"3","2","3","1297.000","70.000","628.000","22","55","1227.000"
"3","3","8","4012.000","214.000","1922.000","22","44","3798.000"
"1","1","2","938.000","0.000","0.000","22","61","938.000"
"4","2","6","4455.000","190.000","1707.000","22","47","4265.000"
"2","0","11","8722.000","0.000","0.000","22","35","8722.000"
"3","0","5","3045.000","0.000","0.000","22","47","3045.000"
"1","1","1","799.000","80.000","719.000","22","41","719.000"
"2","0","2","998.000","30.000","0.000","22","27","968.000"
"1","0","1","399.000","0.000","0.000","22","7","399.000"
"1","0","2","1298.000","0.000","0.000","22","20","1298.000"
"2","1","2","598.000","30.000","269.000","22","44","568.000"
"3","4","12","6828.000","422.000","3791.000","22","49","6406.000"
"1","1","2","1138.000","57.000","0.000","22","54","1081.000"
"1","0","1","499.000","0.000","0.000","22","66","499.000"
"2","2","3","1577.000","158.000","1419.000","22","51","1419.000"
"2","3","6","3865.000","223.000","2005.000","22","33","3642.000"
"1","0","0","30.000","1.000","0.000","22","7","29.000"
"1","1","1","599.000","60.000","539.000","23","19","539.000"
"2","2","6","5658.000","238.000","2142.000","23","17","5420.000"
"2","1","3","1977.000","100.000","899.000","23","30","1877.000"
"2","2","9","6843.000","80.000","719.000","23","44","6763.000"
"2","0","2","1498.000","210.000","0.000","23","58","1288.000"
"3","2","6","2644.000","158.000","512.000","23","49","2486.000"
"3","3","4","1966.000","115.000","808.000","23","36","1851.000"
"2","1","3","2017.000","138.000","1240.000","23","46","1879.000"
"2","1","2","1198.000","50.000","449.000","23","37","1148.000"
"3","3","5","2245.000","124.000","1113.000","23","44","2121.000"
"1","0","1","499.000","0.000","0.000","23","30","499.000"
"1","1","6","4095.000","410.000","3685.000","16","47","3685.000"
"1","2","13","7507.000","752.000","6755.000","16","92","6755.000"
"1","1","3","1467.000","0.000","0.000","16","99","1467.000"
"2","1","3","1867.000","94.000","0.000","16","77","1773.000"
"2","1","5","2966.000","459.000","0.000","16","104","2507.000"
"5","3","10","6170.000","314.000","0.000","16","64","5856.000"
"2","1","6","3905.000","232.000","2083.000","16","53","3673.000"
"1","1","1","499.000","0.000","0.000","16","34","499.000"
"3","1","6","4604.000","432.000","0.000","16","62","4172.000"
"2","1","3","1847.000","0.000","0.000","16","51","1847.000"
"5","6","11","5910.000","307.000","2606.000","16","42","5603.000"
"1","1","2","2359.000","236.000","2123.000","16","20","2123.000"
"2","0","2","1038.000","0.000","0.000","17","8","1038.000"
"3","2","6","2514.000","252.000","2262.000","17","20","2262.000"
"1","1","2","998.000","50.000","0.000","17","59","948.000"
"3","1","4","2727.000","233.000","2095.000","17","65","2494.000"
"3","3","9","5002.000","377.000","3388.000","17","65","4625.000"
"5","3","12","5448.000","284.000","2550.000","17","88","5164.000"
"3","2","4","2936.000","204.000","1833.000","17","87","2732.000"
"2","0","2","938.000","0.000","0.000","17","72","938.000"
"1","2","2","798.000","60.000","539.000","17","66","738.000"
"4","3","9","5732.000","293.000","2047.000","17","82","5439.000"
"1","0","1","639.000","0.000","0.000","17","70","639.000"
"2","0","2","1689.000","0.000","0.000","17","16","1689.000"
"1","0","2","838.000","0.000","0.000","19","59","838.000"
"2","1","3","1207.000","50.000","449.000","19","47","1157.000"
"3","2","5","2685.000","108.000","970.000","19","95","2577.000"
"2","1","11","5769.000","130.000","1167.000","19","186","5639.000"
"4","3","7","4643.000","867.000","2372.000","19","217","3776.000"
"2","2","4","1516.000","96.000","754.000","19","208","1420.000"
"3","0","6","2624.000","32.000","0.000","19","156","2592.000"
"2","1","7","2873.000","131.000","1176.000","19","143","2742.000"
"4","4","16","8785.000","745.000","996.000","19","92","8040.000"
"3","2","6","3374.000","137.000","1231.000","19","112","3237.000"
"2","1","5","2435.000","74.000","664.000","19","99","2361.000"
"1","1","1","899.000","90.000","809.000","19","14","809.000"
"1","0","2","638.000","0.000","0.000","21","20","638.000"
"2","3","7","3343.000","335.000","3008.000","21","67","3008.000"
"3","3","9","6231.000","370.000","3325.000","21","74","5861.000"
"1","0","1","539.000","0.000","0.000","21","112","539.000"
"3","2","4","2306.000","57.000","512.000","21","160","2249.000"
"4","1","6","3074.000","122.000","0.000","21","207","2952.000"
"5","5","20","9420.000","447.000","2469.000","21","288","8973.000"
"3","1","4","2666.000","60.000","539.000","21","212","2606.000"
"3","2","4","1676.000","57.000","512.000","21","129","1619.000"
"3","0","4","2967.000","0.000","0.000","21","121","2967.000"
"2","2","4","1946.000","117.000","1051.000","21","110","1829.000"
"3","1","6","4244.000","122.000","0.000","21","79","4122.000"
"3","2","13","7518.000","286.000","2567.000","21","38","7232.000"
"1","1","2","1478.000","148.000","1330.000","22","19","1330.000"
"1","1","2","1038.000","0.000","0.000","22","49","1038.000"
"3","3","10","4110.000","201.000","1804.000","22","53","3909.000"
"1","1","5","2905.000","244.000","2192.000","22","172","2661.000"
"4","5","11","6360.000","613.000","5508.000","22","186","5747.000"
"5","5","15","7915.000","553.000","2586.000","22","171","7362.000"
"4","2","9","4831.000","166.000","395.000","22","123","4665.000"
"3","2","5","3175.000","151.000","1087.000","22","99","3024.000"
"1","0","2","868.000","0.000","0.000","22","62","868.000"
"2","1","4","1446.000","51.000","457.000","22","72","1395.000"
"1","1","4","2466.000","347.000","961.000","22","45","2119.000"
"2","1","4","2366.000","177.000","1590.000","23","25","2189.000"
"1","1","3","1567.000","157.000","1410.000","23","40","1410.000"
"6","4","13","6997.000","443.000","3540.000","23","52","6554.000"
"3","2","3","1897.000","120.000","1078.000","23","53","1777.000"
"4","2","5","3256.000","40.000","359.000","23","46","3216.000"
"2","2","3","667.000","67.000","600.000","23","28","600.000"
"3","1","6","3974.000","231.000","0.000","23","41","3743.000"
"1","1","2","1138.000","114.000","1024.000","23","20","1024.000"
"1","1","1","599.000","60.000","539.000","23","10","539.000"
"1","0","3","1277.000","384.000","0.000","23","10","893.000"
"2","3","7","3343.000","245.000","2200.000","23","28","3098.000"
"5","4","8","3482.000","322.000","2891.000","23","48","3160.000"
"5","3","7","3613.000","291.000","2461.000","23","46","3322.000"
"1","1","1","999.000","100.000","899.000","23","52","899.000"
"6","4","13","8949.000","722.000","6490.000","23","42","8227.000"
"1","1","2","768.000","0.000","0.000","23","43","768.000"
"2","1","2","1959.000","55.000","0.000","23","23","1904.000"
"1","1","1","599.000","60.000","539.000","23","43","539.000"
"4","4","11","5119.000","533.000","3331.000","23","61","4586.000"
"1","1","1","599.000","0.000","0.000","23","7","599.000"
"1","1","1","699.000","70.000","629.000","24","11","629.000"
"1","1","2","868.000","87.000","781.000","24","21","781.000"
"1","1","2","1959.000","0.000","0.000","24","41","1959.000"
"3","3","8","5273.000","345.000","2560.000","24","57","4928.000"
"4","5","10","5480.000","329.000","2954.000","24","58","5151.000"
"2","1","2","568.000","17.000","152.000","24","63","551.000"
"3","2","4","2236.000","102.000","601.000","24","59","2134.000"
"2","0","4","1586.000","108.000","970.000","24","22","1478.000"
"1","0","1","1390.000","0.000","0.000","24","47","1390.000"
"1","1","1","599.000","60.000","539.000","24","72","539.000"
"2","2","5","2165.000","127.000","1140.000","24","40","2038.000"
"3","4","13","7057.000","492.000","4419.000","24","13","6565.000"
"2","0","2","1659.000","55.000","0.000","25","17","1604.000"
"1","1","2","938.000","48.000","0.000","25","19","890.000"
"2","2","5","2675.000","0.000","0.000","25","49","2675.000"
"1","2","2","1038.000","74.000","395.000","25","70","964.000"
"2","0","2","1508.000","453.000","0.000","25","170","1055.000"
"2","1","2","1598.000","100.000","899.000","25","190","1498.000"
"5","4","14","7586.000","1091.000","1779.000","25","213","6495.000"
"4","3","11","5509.000","144.000","1293.000","25","111","5365.000"
"4","4","7","4694.000","47.000","422.000","25","109","4647.000"
"3","2","6","3855.000","180.000","0.000","25","105","3675.000"
"3","1","9","5592.000","1370.000","899.000","25","112","4222.000"
"3","1","7","3603.000","87.000","781.000","25","87","3516.000"
"3","2","6","3665.000","129.000","1161.000","25","11","3536.000"
"1","0","1","239.000","0.000","0.000","25","0","239.000"
"1","0","0","160.000","8.000","0.000","27","38","152.000"
"2","1","5","3605.000","221.000","1986.000","27","136","3384.000"
"3","1","6","2844.000","373.000","359.000","27","133","2471.000"
"3","1","3","1997.000","0.000","0.000","27","188","1997.000"
"5","2","7","3313.000","215.000","1930.000","27","160","3098.000"
"3","3","10","5500.000","171.000","242.000","27","87","5329.000"
"3","2","7","3474.000","143.000","422.000","27","78","3331.000"
"3","2","7","4834.000","54.000","485.000","27","107","4780.000"
"1","1","4","1876.000","188.000","1688.000","27","6","1688.000"
"1","1","2","908.000","91.000","817.000","24","31","817.000"
"1","1","2","1068.000","0.000","0.000","24","39","1068.000"
"2","2","9","4581.000","819.000","2505.000","24","56","3762.000"
"3","3","9","5212.000","441.000","3963.000","24","120","4771.000"
"3","4","16","9135.000","652.000","5856.000","24","76","8483.000"
"4","4","8","6394.000","523.000","4433.000","24","57","5871.000"
"4","5","11","7370.000","691.000","5788.000","24","41","6679.000"
"1","0","1","599.000","0.000","0.000","24","58","599.000"
"2","1","9","4741.000","385.000","3458.000","24","58","4356.000"
"2","2","4","1606.000","54.000","484.000","24","42","1552.000"
"1","0","2","838.000","0.000","0.000","24","10","838.000"
"1","1","1","699.000","70.000","629.000","20","11","629.000"
"3","2","3","1407.000","57.000","512.000","20","38","1350.000"
"1","1","2","878.000","88.000","790.000","20","34","790.000"
"1","1","2","938.000","0.000","0.000","20","47","938.000"
"6","5","13","7237.000","367.000","3297.000","20","89","6870.000"
"6","4","18","8172.000","578.000","4974.000","20","63","7594.000"
"4","4","9","5542.000","418.000","3756.000","20","73","5124.000"
"1","1","2","1038.000","102.000","0.000","20","63","936.000"
"2","1","3","1197.000","80.000","718.000","20","41","1117.000"
"1","1","2","898.000","90.000","808.000","20","39","808.000"
"2","1","2","1308.000","44.000","395.000","20","39","1264.000"
"3","2","7","3903.000","357.000","3207.000","20","38","3546.000"
"1","1","3","1197.000","0.000","0.000","20","5","1197.000"
"1","1","1","639.000","64.000","575.000","18","5","575.000"
"2","1","2","1498.000","90.000","809.000","18","15","1408.000"
"2","1","3","1597.000","40.000","359.000","18","26","1557.000"
"1","0","3","1797.000","0.000","0.000","18","55","1797.000"
"3","3","8","5043.000","302.000","2712.000","18","56","4741.000"
"1","2","8","4912.000","0.000","0.000","18","47","4912.000"
"1","1","2","1538.000","0.000","0.000","18","41","1538.000"
"2","3","5","3375.000","234.000","2103.000","18","36","3141.000"
"2","2","3","1307.000","0.000","0.000","18","62","1307.000"
"1","1","1","869.000","0.000","0.000","18","52","869.000"
"1","1","3","1307.000","291.000","0.000","18","43","1016.000"
"1","0","2","1008.000","0.000","0.000","19","10","1008.000"
"1","0","1","899.000","0.000","0.000","19","23","899.000"
"2","1","6","3064.000","167.000","1500.000","19","25","2897.000"
"1","2","3","1947.000","195.000","1752.000","19","39","1752.000"
"3","2","5","2785.000","303.000","727.000","19","69","2482.000"
"4","1","10","5191.000","823.000","0.000","19","53","4368.000"
"3","1","8","3552.000","0.000","0.000","19","55","3552.000"
"3","1","5","3756.000","51.000","0.000","19","49","3705.000"
"3","2","7","3213.000","295.000","2649.000","19","37","2918.000"
"1","1","1","839.000","84.000","755.000","19","70","755.000"
"2","0","3","1837.000","44.000","0.000","19","24","1793.000"
"1","1","1","699.000","70.000","629.000","22","21","629.000"
"4","4","20","10960.000","1378.000","8604.000","22","27","9582.000"
"1","1","1","439.000","44.000","395.000","22","51","395.000"
"4","4","14","7466.000","674.000","6054.000","22","89","6792.000"
"1","1","1","1190.000","119.000","1071.000","22","52","1071.000"
"1","0","2","508.000","0.000","0.000","22","60","508.000"
"1","0","3","1497.000","0.000","0.000","22","81","1497.000"
"1","0","1","469.000","24.000","0.000","22","79","445.000"
"2","2","3","1867.000","187.000","1680.000","22","67","1680.000"
"1","0","2","838.000","0.000","0.000","22","18","838.000"
"2","2","3","1637.000","164.000","1473.000","24","14","1473.000"
"1","1","2","498.000","50.000","448.000","24","47","448.000"
"2","1","3","1037.000","24.000","215.000","24","145","1013.000"
"5","5","13","7157.000","388.000","3486.000","24","189","6769.000"
"6","2","10","5650.000","60.000","539.000","24","187","5590.000"
"4","3","12","5318.000","276.000","2352.000","24","141","5042.000"
"4","4","7","5515.000","445.000","3020.000","24","111","5070.000"
"3","2","7","3913.000","64.000","575.000","24","123","3849.000"
"3","1","7","3843.000","94.000","844.000","24","141","3749.000"
"3","0","4","2546.000","0.000","0.000","24","89","2546.000"
"2","2","8","4042.000","0.000","0.000","24","18","4042.000"
"1","0","2","1198.000","0.000","0.000","25","43","1198.000"
"3","1","4","1746.000","60.000","539.000","25","47","1686.000"
"3","2","8","3972.000","84.000","754.000","25","111","3888.000"
"2","2","2","1298.000","60.000","539.000","25","200","1238.000"
"5","4","13","9028.000","435.000","2868.000","25","174","8593.000"
"3","2","8","4172.000","237.000","2129.000","25","156","3935.000"
"5","3","9","5702.000","703.000","629.000","25","114","4999.000"
"3","2","7","4083.000","262.000","1024.000","25","64","3821.000"
"1","0","1","199.000","0.000","0.000","25","104","199.000"
"2","2","4","1406.000","7.000","62.000","25","72","1399.000"
"2","1","3","1737.000","40.000","359.000","25","6","1697.000"
"1","1","2","978.000","98.000","880.000","26","14","880.000"
"1","0","1","699.000","0.000","0.000","26","20","699.000"
"1","1","1","869.000","87.000","782.000","26","44","782.000"
"1","0","1","599.000","180.000","0.000","26","45","419.000"
"3","2","7","3013.000","302.000","2711.000","26","68","2711.000"
"3","1","5","2505.000","17.000","152.000","26","52","2488.000"
"2","0","4","1716.000","273.000","0.000","26","39","1443.000"
"2","2","4","1666.000","0.000","0.000","26","59","1666.000"
"2","1","5","3405.000","296.000","2255.000","26","47","3109.000"
"1","1","2","898.000","90.000","808.000","26","8","808.000"
"2","2","5","3005.000","77.000","0.000","27","38","2928.000"
"1","2","2","1398.000","140.000","1258.000","27","38","1258.000"
"2","2","3","1897.000","80.000","719.000","27","63","1817.000"
"2","2","4","2327.000","213.000","1915.000","27","56","2114.000"
"2","1","3","1737.000","119.000","575.000","27","88","1618.000"
"3","2","7","3573.000","331.000","2973.000","27","54","3242.000"
"1","0","1","699.000","0.000","0.000","27","45","699.000"
"3","0","5","2015.000","0.000","0.000","27","50","2015.000"
"1","0","1","599.000","0.000","0.000","27","49","599.000"
"1","1","1","369.000","37.000","332.000","26","28","332.000"
"1","0","1","199.000","0.000","0.000","26","24","199.000"
"1","1","2","1338.000","134.000","1204.000","26","61","1204.000"
"1","1","4","1676.000","168.000","1508.000","26","60","1508.000"
"2","2","2","1198.000","0.000","0.000","26","36","1198.000"
"2","2","9","5101.000","495.000","997.000","26","63","4606.000"
"1","0","2","978.000","0.000","0.000","26","54","978.000"
"3","1","7","3143.000","100.000","898.000","26","49","3043.000"
"2","1","2","1068.000","80.000","719.000","26","38","988.000"
"1","2","5","2965.000","60.000","539.000","26","8","2905.000"
"2","0","4","2206.000","0.000","0.000","24","30","2206.000"
"1","0","1","439.000","0.000","0.000","24","48","439.000"
"2","1","2","1989.000","0.000","0.000","24","57","1989.000"
"3","1","4","1836.000","140.000","1257.000","24","48","1696.000"
"1","0","1","339.000","0.000","0.000","24","58","339.000"
"3","3","16","8235.000","798.000","7168.000","24","45","7437.000"
"3","1","5","3105.000","288.000","2372.000","24","70","2817.000"
"2","1","4","2987.000","25.000","0.000","24","44","2962.000"
"1","1","2","468.000","24.000","0.000","24","57","444.000"
"1","0","1","999.000","0.000","0.000","24","52","999.000"
"1","1","1","239.000","24.000","215.000","21","26","215.000"
"2","1","1","529.000","30.000","269.000","21","27","499.000"
"3","4","8","5945.000","508.000","4569.000","21","39","5437.000"
"3","1","5","2835.000","107.000","359.000","21","66","2728.000"
"3","2","6","3204.000","129.000","844.000","21","49","3075.000"
"4","4","10","5980.000","245.000","2201.000","21","87","5735.000"
"4","1","8","4882.000","1134.000","269.000","21","132","3748.000"
"3","1","11","8029.000","2172.000","269.000","21","58","5857.000"
"2","2","3","1337.000","30.000","269.000","21","25","1307.000"
"1","1","1","599.000","0.000","0.000","19","26","599.000"
"2","1","3","1237.000","20.000","179.000","19","61","1217.000"
"3","1","6","3034.000","161.000","960.000","19","70","2873.000"
"3","1","8","3372.000","143.000","449.000","19","107","3229.000"
"3","4","11","4919.000","493.000","4426.000","19","193","4426.000"
"3","2","9","5332.000","343.000","2856.000","19","195","4989.000"
"5","2","7","3383.000","311.000","871.000","19","284","3072.000"
"4","2","6","2814.000","188.000","1688.000","19","180","2626.000"
"5","3","13","7078.000","84.000","754.000","19","148","6994.000"
"5","1","9","3981.000","0.000","0.000","19","113","3981.000"
"4","3","9","5813.000","558.000","3130.000","19","145","5255.000"
"3","2","5","2775.000","0.000","0.000","19","80","2775.000"
"2","2","2","1368.000","137.000","1231.000","20","28","1231.000"
"1","0","1","669.000","0.000","0.000","20","22","669.000"
"2","0","2","798.000","0.000","0.000","20","52","798.000"
"4","1","7","3773.000","90.000","809.000","20","104","3683.000"
"2","1","4","1906.000","121.000","1086.000","20","170","1785.000"
"3","1","3","1837.000","70.000","629.000","20","184","1767.000"
"5","0","17","9293.000","903.000","0.000","20","206","8390.000"
"6","1","8","4652.000","239.000","0.000","20","143","4413.000"
"1","0","2","738.000","0.000","0.000","20","128","738.000"
"4","2","5","3705.000","614.000","1474.000","20","92","3091.000"
"6","6","12","5928.000","178.000","1355.000","20","88","5750.000"
"3","1","5","3285.000","144.000","1294.000","20","43","3141.000"
"3","3","10","6220.000","623.000","5597.000","20","7","5597.000"
"1","1","2","868.000","87.000","781.000","22","38","781.000"
"1","1","2","538.000","54.000","484.000","22","42","484.000"
"1","1","1","299.000","30.000","269.000","22","91","269.000"
"2","1","2","1038.000","44.000","395.000","22","53","994.000"
"2","1","3","1867.000","107.000","961.000","22","77","1760.000"
"2","1","7","4743.000","411.000","3693.000","22","45","4332.000"
"5","5","17","10273.000","578.000","5194.000","22","49","9695.000"
"2","2","4","3457.000","50.000","449.000","22","48","3407.000"
"3","2","5","3326.000","175.000","1078.000","22","50","3151.000"
"2","2","2","908.000","91.000","817.000","22","32","817.000"
"3","3","8","3222.000","222.000","1993.000","22","71","3000.000"
"2","2","6","3114.000","187.000","1680.000","22","40","2927.000"
"2","3","9","4171.000","145.000","808.000","23","24","4026.000"
"1","1","2","1238.000","124.000","1114.000","23","14","1114.000"
"2","1","2","1338.000","44.000","395.000","23","25","1294.000"
"2","2","8","4242.000","0.000","0.000","23","52","4242.000"
"2","0","5","2345.000","74.000","0.000","23","68","2271.000"
"2","1","3","1977.000","54.000","485.000","23","52","1923.000"
"1","0","2","938.000","0.000","0.000","23","77","938.000"
"3","3","11","5799.000","254.000","2282.000","23","106","5545.000"
"3","1","4","2527.000","109.000","981.000","23","64","2418.000"
"2","1","3","1737.000","114.000","1024.000","23","47","1623.000"
"1","1","1","299.000","30.000","269.000","23","40","269.000"
"1","0","3","2058.000","0.000","0.000","23","13","2058.000"
"1","1","1","899.000","0.000","0.000","22","14","899.000"
